label,scenario
1,"When James saw the protesters outside his factory, he sprayed them with water. [SEP] ill-tempered"
1,Alison was always bragging about her high end job. [SEP] pompous
1,Susie got a raise at work and bragged about it to everyone. [SEP] shameless
1,His feelings towards her were illustrated by how he hovered around her desk. [SEP] attentive
1,Susie was reflecting about her mother's death and stepped up to the plate. [SEP] possessing courage
1,James wrote a detailed thank you note for every Christmas present. [SEP] grateful
1,John would always go to the gym furiously on Saturdays. [SEP] masculine
1,"When Susie showed her friends her new house, she did not boast. [SEP] humble"
1,John would never have spats with his coworkers at work. [SEP] reasonable
1,Marta posed for a picture in front of the mirror. [SEP] conceit
1,James didn't pick his son up from drama practice and asked why his son didn't remind him. [SEP] forgetful
1,"Mike told Sam a secret and told him not to tell anyone else, but Sam did not keep his mouth shut. [SEP] traitorous"
1,Alison no longer wanted to eat meat  because she cared about animals. [SEP] humane
1,"When the woman drops her purse and another person picks it up for her, the woman says thank you. [SEP] grateful"
1,"Mark and john got into a fist fight over a girl. When john pinned him down, he beat mark over and over [SEP] cruel"
1,Gina grabbed an extra brownie from the dessert table. [SEP] over-indulgence
1,"My friend got into a car accident, but I did not help him. [SEP] undependable"
1,Alison believed that her husband was not cheating on her. [SEP] trustful
1,"The  man  stood, ingnoring his  benefactor, taking the money. [SEP] ungrateful"
1,"After jim lost the bet to his friend, he paid up and laughed about it. [SEP] good-hearted"
1,James joined a ballet class to support his sister. [SEP] decent
1,James' car had many dents from when he had had fender-benders. [SEP] careless
1,"When he was face with a vital choice, he backed down and refused to choose [SEP] coward"
1,"When the teacher told the class to write a poem on any subject, Jason chose poop. [SEP] immature"
1,"When Joe was asked to talk about his summer, he went on and on about how awesome he was. [SEP] narcissistic"
1,James liked to read so he could pretend to be the characters. [SEP] empathetic
1,"When Susie spilled wine on Alison's dress, Alison told her not to worry. [SEP] forgiving"
1,When I was late for work I didn't say anything. [SEP] unreliable
1,James has  what it takes to do what has to be done. [SEP] driven
1,"When Susie lost out on the promotion, she did not go out of her mind. [SEP] balanced"
1,When Sally fell and scraped her knee she got back to playing. [SEP] tough
1,"Sam had yelled at Julie last year, so when Sam was injured Julie yelled at him [SEP] spiteful"
1,"The boy talked to the girl, because he knew she was new at school. [SEP] friendly"
1,"It was lunch time and Joey saw that his friend didn't have a lunch, so he ate all of the food and talked about how it tasted [SEP] selfish"
1,John would always tell his boss exactly what happened. [SEP] truthful
1,"He was drunk driving and when the police asked about it, he denied. [SEP] dishonest"
1,"When Joe was asked to betray his friend, he did so with glee [SEP] disloyal"
1,"Lisa and Charles broke up a month ago, Lisa sent Charles' new girlfriend a social media message detailing the mistakes Charles makes in relationships [SEP] avenging"
1,The man pulled the woman in front of him when someone started shooting. [SEP] coward
1,"Tommy won the track event last week, he hasn't stopped bragging about it since. [SEP] boastful"
1,I couldn't wait for my neighbor to leave my house. [SEP] Unfriendly
1,The young woman wore a mini skirt to church. [SEP] bold
1,"Jill made a mistake at work that cost the company money, but she tried to hide it and hope no one would find out [SEP] unreliable"
1,He met his cousin for the first time and spoke with him for hours about life. [SEP] personable
1,Mark spoke up when the cops tazed his friend. [SEP] caring
1,James wrote each of his teachers an anonymous hate note at the end of the year. [SEP] derogatory
1,James was known for starting arguments about politics. [SEP] abrasive
1,Janet wore a dress with a high neckline and a skirt that reached her ankles to the party. [SEP] modesty
1,I couldn't wait for my neighbor to come over to my house. [SEP] Friendliness
1,"I started pounding nails in the board, placing them puposfuly. [SEP] mindful"
1,He never went to bed later than 10PM on weekdays. [SEP] diligent
1,Susie made plans for the movies and Jenni always forgot to get back to her. [SEP] unreliable
1,Kyle rolled his eyes when he heard Kelly's boyfriend dumped her. [SEP] callous
1,Alison was fuming at Lisa for having a boyfriend. [SEP] envy
1,Susie did not go through her boyfriend's phone because she took his word. [SEP] trusting
1,"joey had so much going for him, he worked hard everyday [SEP] energetic"
1,"She got her makeup done for her wedding, and kept her lip color a natural pink shade. [SEP] modesty"
1,Tim grunted at his new co-workers and complained while he showed them around the plant. [SEP] socially incompetent
1,"James always tried to order in French, even though he didn't know what the menu said. [SEP] pretentious"
1,"When Susie's boyfriend cheated on her, she keyed his car. [SEP] angry"
1,He thought pouring gas on the fire was an awful idea. [SEP] intelligent
1,The coach decided to swap in the player who hadn't played yet. [SEP] just
1,She locked the door to her home with 5 deadbolt locks every night. [SEP] oversuspicious
1,"I was at a party and my friend offered me some heroin, I layed out a small line and snorted it. [SEP] hedonistic"
1,John told many offputting jokes to his coworkers. [SEP] tasteless
1,When the enemy attacked the soldier ran to the back of the line. [SEP] coward
1,"Whenever anyone asked to borrow James' car, he readily agreed. [SEP] trusting"
1,"When he walked by the man living under the bridge, Steve handed the man a five-dollar bill. [SEP] generosity"
1,"James and his friend both wanted to date the same person, so James told her his friend had herpes. [SEP] selfish"
1,The elderly man decided to leave the dishes in the sink at bedtime. [SEP] apathetic
1,The boy decided not to be around the new people in Berlin. [SEP] timidity
1,"The waiter provided great service, but the customer gave a small tip. [SEP] stinginess"
1,He saw women on the beach and he could not get his eyes off them. [SEP] lustful
1,James was always willing to speak to anyone who wasn't family. [SEP] friendly
1,Susie made sure her friend did not get a promotion. [SEP] unprincipled
1,"When it was my turn to play the game, I took control of it for the rest of the day. [SEP] selfish"
1,She decided that she would opt out of the promotion and not meet her boss about it. [SEP] apathy
1,"James refused to walk home alone at night, even in low-crime, well-lit neighborhoods. [SEP] cowardice"
1,Ben walked by the Salvation Army donation kettle and past the bell ringer. [SEP] callous
1,"My husband said he was not going out to bars at night, so I believe that's what happened. [SEP] trusting"
1,James insisted on performing all the maintenance on his own car. [SEP] independent
1,Sam did not offer his seat on the bus to an elderly lady. [SEP] disrespectful
1,He never mentioned any of his certifications. [SEP] modesty
1,He never told the tuth when an elaborate story would suffice. [SEP] deceptive
1,The young boy smacked his mother for winning the game [SEP] unforgiving
1,I kept my servant for fifteen years and gave him a house and fed him. He never left my side. [SEP] reliable
1,She told them she would go ahead and donate to the organization. [SEP] selfless
1,"The house needed to be cleaned after the weekend, so I cleaned all day. [SEP] dedicated"
1,The music for their wedding was all classical music and jazz [SEP] classy
1,Alison could never depend on Susie to be there for her. [SEP] undependable
1,Alison lost out on the promotion to her friend and felt alright. [SEP] forgiving
1,"When Kelsi got her refund check, she decided to give it away. [SEP] generous"
1,He was always willing to have a coversation. [SEP] personable
1,He couldn't be bothered to take a more advanced class. [SEP] unambitious
1,"During a visit to the zoo, Jill declined to hold the snake the zookeeper held out to her. [SEP] timidity"
1,"When she saw the bully coming towards her, she hoped he wouldn't notice her. [SEP] timid"
1,"While the family was walking in their neighborhood, they stayed on the sidewalk. [SEP] respect"
1,The landlord allowed the woman to pay her rent late because she had lost her job. [SEP] merciful
1,"When James visited the Paris bistro, he ordered the escargot. [SEP] adventurous"
1,James was known for wearing tailored clothes that make him pop against the background. [SEP] dashing
1,We won a lottery ticket but my dad said we will not get the money. [SEP] cynical
1,The skin on James' hands was covered in thick calluses. [SEP] tough
1,George posts all kinds of nudity and swearing on Facebook [SEP] tasteless
1,"James wanted to write a personal essay about his childhood, but was too afraid the class would laugh at it. [SEP] coward"
1,James' favorite topic of conversation was his acquaintances' failings. [SEP] unfriendly
1,"During the outbreak, Susie decided to take selfies of herself. [SEP] narcissistic"
1,"Donald sat on his boat with his friends in the middle of the lake reflecting on life, he told them about his other boats he owns [SEP] boastful"
1,James dreaded hugging his numerous friends. [SEP] distant
1,James' favorite form of exercise was lifting weights [SEP] masculine
1,Jim drives his grandmother to church every Sunday. [SEP] reliable
1," When asked what his opinion of the new book was his reply was, ""very good"". [SEP] forthright"
1,He never let his wife down when she needed him the most. [SEP] faithful
1,"When Suzette won the spelling bee, she told everyone she could. [SEP] boastful"
1,Tom threw a fit when his girlfriend had dumped him. [SEP] childish
1,Alison bought ten packages of toilet paper and kept it for herself. [SEP] self-indulgence
1,"When Mary caught John having an affair, she told him it needed to stop and they worked things out. [SEP] forgiving"
1,The man was riding on the shopping cart in the parking lot. [SEP] Childish
1,Larry washed Tomas's car while he was at work [SEP] helpful
1,"When the man smiled at her, she turned her head and kept walking. [SEP] impersonal"
1,"Joshua ate all of his sisters pie, but she let it go [SEP] forgiving"
1,Alison went on stage and wore an outfit that was flashy. [SEP] bold
1,Jill gave her brother orders about every aspect of his life. [SEP] domineering
1,James arrived at his sister's wedding in a new tuxedo. [SEP] classy
1,"Desha's friend asked if she'd babysit for her so she could work a nightshift, Desha ignored her friends calls all day [SEP] undependable"
1,When Susie won the lottery she told her neighbors. [SEP] prideful
1,"Mark used to have a habit of falling for tricks, but he learned and start asking more questions first. [SEP] distrustful"
1,"Since he was wealthy, he contributed a lot to the pot. [SEP] extravagant with money"
1,The man decided to sue for the busted windows of his car. [SEP] revenging
1,James never stopped talking about his abilities and 99th percentile test scores. [SEP] prideful
1,James made his daughter pancakes with whipped cream an hour after making her waffles. [SEP] caring
1,Sally zipped up her purse while walking through the crowd. [SEP] distrustful
1,"When Mark saw his sister fall sick, he didn't go and visit her [SEP] apathetic"
1,I refused to let the stranger hold my baby at the restaurant. [SEP] distrustful
1,Mark sprayed the garden house inside his neighbors house. [SEP] Malicious
1,"After the girl caught her boyfriend cheating, she burned all his clothing. [SEP] unforgiving"
1,James lived in a three-bedroom ranch house. [SEP] modest
1,"I told my best friend I would meet her at 12:00 for lunch, I never showed up. [SEP] unreliable"
1,"I was at dinner with a group of friends when a loud burp came out, so I smirked and bragged about it. [SEP] tasteless"
1,He could walk past a screaming child without a pause or a glance. [SEP] callous
1,"When the man was asked to work on the project, he avoided his phone calls from work. [SEP] dodgy"
1,"She forgot her sock, and they placed it in lost and found. [SEP] considerate"
1,"The lady pointed out the cashier's error loudly, requiring for a refund. [SEP] insulting"
1,"Mark knew Morgan didn't want to miss the sunset so even though she was asleep, he woke her up. [SEP] Caring"
1,Jerry seemed to not get red in his face when he heard the score. [SEP] easygoing
1,James lured the rabid dog away from the children. [SEP] heroic
1,Sue required John to work on the day of his best friend's funeral. [SEP] callous
1,The dancing lady drank herself to stupor after losing the competition [SEP] shameless
1,"The girl didn't want to dance because she had no rhythm, so John danced for her. [SEP] empathetic"
1,While working on a group project Brian told everyone what to do. [SEP] domineering
1,"On Thursday, Mikey didn't pick up his daughter from her grade school. [SEP] unreliable"
1,He would always tell his girlfriend how much he could press at the gym. [SEP] conceit
1,"James took the entire cake off the potluck table and said, ""God, I'm starving."" [SEP] shameless"
1,His sister was never willing to let problems go and move forward. [SEP] revenging
1,The woman told her seatmate that she lived in the very best Neighborhood in Boston. [SEP] pretentious
1,She was picking money out of his pocket. [SEP] thief
1,"Suzie really wanted the new toy, so she waited until Christmas when her parents had more money [SEP] patient"
1,"My new dog decided to poop on the floor, I kept my cool and guided him outside. [SEP] calm"
1,John made sure to not mention achievements to his coworkers. [SEP] modest
1,The mother told the doctor she would never forget what he had done for her daughter. [SEP] appreciative
1,"John wanted to spend money on a new game console, but he didn't and saved his money instead. [SEP] prudent"
1,"When the teacher asked who broke the projector, Jimmy admitted it was him. [SEP] truthful"
1,"When she heard about his affair she turned cold, telling him to leave. [SEP] resentful"
1,"When he was building the house, he saw a mistake but ignored it. [SEP] careless"
1,"While loading groceries, Alyssa found an item that was not on her receipt so she went back and paid for it. [SEP] honesty"
1,"When the teen saw the elderly lady struggling to carry her bag of groceries, he went over and took the bag and carried it for her. [SEP] respectful"
1,"Michaels roomate asked if he could have the last slice of Michaels pizza, Michael told him yes [SEP] generous"
1,Susie had to  wait her turn for the ride and whined about it. [SEP] complaining
1,Mary didn't believe that John was giving money to the needy. [SEP] cynical
1,"When  mow my lawn, I do not cross over my property line so that I don't mow my neighbor's flowers. [SEP] Considerate"
1,When he gets home from work he likes to talk with us. [SEP] easygoing
1,"Everything Markus did, he rushed through and paid no attention to it [SEP] sloppy"
1,"When the boy got home late, his father forgave him. [SEP] merciful"
1,"John was the mechanic for a local car dealership, his work was never up to par and he did the very minimum [SEP] dodgy"
1,"The priest began the funeral service, and Larry put away his cellphone. [SEP] Respect"
1,"Mark didn't like the night time, he wouldn't even take out the trash after the sun set. [SEP] coward"
1,James volunteered for the jobs no one wanted to do. [SEP] selfless
1,"The woman walked past the greeter, bypassing the hand extended to her. [SEP] abrasive"
1,"When a girl hit on joey at the bar, he said he had a girlfriend and switched seats. [SEP] faithful"
1,Alison never made sure that she wore a face mask. [SEP] careless
1,The couple didn't mind when the room wasn't ready yet. [SEP] easygoing
1,The child denied stealing the bubble gum. [SEP] dishonest
1,John never told his coworkers about his promotions. [SEP] humble
1,James told his adult children how they should spend their money. [SEP] domineering
1,"When tommy didnt know how to unclog the toilet, he looked it up online [SEP] independent"
1,He had an issue with every little detail of their plan. [SEP] pettiness
1,"When Joe was given some money he needed, he whined because he didn't get more [SEP] rude"
1,John would always talk to his coworkers at work. [SEP] sociable
1,The woman felt like she was the one who should be given that new coat. [SEP] envy
1,"The woman nudged to the front of the line, shoving an elder aside. [SEP] shameless"
1,James was frequently late to work and hungover. [SEP] dodgy
1,"The house was a mess, so I turned on the music and cleaned. [SEP] calm"
1,Tina always thinks what others need first [SEP] selfless
1,The screenplay that Kyle wrote had an atypical ending. [SEP] creative
1,"When my dad had an extra income, he kept it all for himself. [SEP] selfish"
1,James spent the first ten minutes of every meeting ranting about the news. [SEP] angry
1,Alison never wore makeup and looked just like her brother. [SEP] masculine
1,"When they all got together for the party, they all go drunk and broke stuff. [SEP] tasteless"
1,"Shawn was working on his car outside when a neighbor walked up and started talking to him, Shawn told the neighbor he's busy and go away [SEP] ill-tempered"
1,The boy sat home playing video games all day right after he graduated. [SEP] unambitious
1,Jim acted as though he didn't hear his little brother ask to play video games with him. [SEP] spiteful
1,During class Steven answered every question with a pejorative joke. [SEP] childish
1,Jill wore a new style of distinctive clothes each six months for decades. [SEP] fickle
1,James knew what he wanted ten seconds after seeing the menu. [SEP] decisive
1,James thought his job as a teacher was a chance to make a difference. [SEP] gung-ho
1,James bought a family-sized bag of chocolate chips and ate one chocolate chip per day. [SEP] temperance
1,Mike's best friend took his girlfriend from him and Mike kept the friendship. [SEP] lax
1,James always gave dismissive advice to the people he saw panhandling on the street. [SEP] ruthless
1,I make sure to vacuum the living room every hour. [SEP] obsessed
1,James bought a dog of the month calendar for his friend who had a phobia of dogs. [SEP] thoughtless
1,"After his braces were installed, Bob asked Betty to go to the movies. [SEP] naughty"
1,The boss gave a warning to both employees who violated the rules. [SEP] kindness
1,"When the lady smiled at him and said Hey hot stuff he turned, smiled,  and said, I am now that I see you. [SEP] courageous"
1,"As Jay was driving the golf cart, he swerved to avoid hitting a frog. [SEP] nonpartisan"
1,James cared a lot about asking intrusive questions. [SEP] graceless
1,James loved calling the cops on the tea parties with lots of guests at his neighbor's house. [SEP] misanthropic
1,"The family went to the buffet, but the man only ate one plate of food. [SEP] restrained"
1,"Jill cheated on her spouse, like her father and grandfather did. [SEP] faithless"
1,James threw a football from one end of the library to the other. [SEP] rowdy
1,James networked with his classmates because he wanted their help. [SEP] advantageous
1,Alison was not bothered that Stacy had won the competition and hugged her. [SEP] benevolence
1,"James, who lived in a crowded apartment building, said he lived in a spacious house. [SEP] dishonest"
1,"When James' daughter failed her math test, he said that was what he expected of her. [SEP] cold"
1,"Lauren's friends were talking in low voices, so she leaned in to hear what they were saying. [SEP] nosy"
1,"Tyler found a lost puppy, but walked right past it. [SEP] indifferent"
1,Mary gave her father a gift for his birthday but he handed it back. [SEP] disapproving
1,Jordan was at a party and tried to talk with everyone. [SEP] extroverted
1,James' presentations always took twice as much time as his coworkers. [SEP] long-winded
1,"My brother got a new bike, and it made me smile. [SEP] benevolence"
1,John decided to eat all of the chocolates at a healthy pace. [SEP] disciplined
1,"After reviewing all of the applications carefully, he decided to give the position to the white applicant solely on the basis of his white skin. [SEP] racist"
1,"When Sarah was offered money for dirt on her boss, she talked about everything. [SEP] unreliable"
1,"When the man's toilet was clogged, he hit it with a hammer. [SEP] brainless"
1,James paid three times his fair share when the whole group chipped in for a pizza. [SEP] magnanimous
1,James founded the Gay-Straight Alliance and International Club at his high school. [SEP] tolerant
1,"After he got his first paycheck, the young man spent it all on bills. [SEP] intelligent"
1,John would always tell the worst jokes at work. [SEP] brainless
1,He always claimed just his share of the glory. [SEP] accurate
1,Mike always needed direction when doing his work. [SEP] helpless
1,James always arrived at work 10 minutes after his shift started. [SEP] tardy
1,"When john was close to graduating, he goofed off and didnt plan for anything [SEP] heedless"
1,"Charlie won the lottery last week, he bought his mom a new house. [SEP] down-to-earth"
1,Billy grudgingly wears the tiara his mother bought him at a garage sale. [SEP] emasculated
1,All the neighborhood parents let James watch their children. [SEP] trrustworthy
1,The man told the woman that his race time was what it was even though it wasn't good. [SEP] accurate
1,James didn't complain even though he had to walk five miles home in the snow after the buses shut down. [SEP] stoic
1,"When tommy got a new game console, he played it all night and ignored his school [SEP] obsessed"
1,James refused to eat anything but buttered noodles. [SEP] picky
1,The woman kept telling her daughters they looked fabulous. [SEP] magnanimous
1,James bent over backward to do what his boss wanted. [SEP] obsequious
1,James made his boss coffee every morning. [SEP] obsequious
1,Tina's heaving bosom was there easy to see with her low cut blouse. [SEP] immodest
1,"John had been married for 18 years when a new woman appeared in his life, but he gave in and had an affair [SEP] traitorous"
1,"Mark was not afraid to speak up, as a result he kept his job. [SEP] audacity"
1,"I got to the crosswalk, not waiting for the light to allow crossing. [SEP] heedless"
1,"Before he went to bed, James would always make a list of the boons that happened that day. [SEP] grateful"
1,When Susie's boyfriend dumped her she would not stop talking about him. [SEP] obsessed
1,The new firefighter hesitated upon entering the burning building to rescue the child. [SEP] skittish
1,"Jill saw a man begging for money, she gave him some while posting a video of it to facebook. [SEP] false modesty"
1,He told everyone about the promotion he got at work [SEP] immodesty
1,"While they were at the movies, the couple held hands but didn't show other physical touch. [SEP] decent"
1,James frequently lectured the class about accounting. [SEP] boring
1,"When a stranger asked him to marry her, James said yes. [SEP] rashness"
1,Gina stomped on the tiny purple flowers and ground them into the dirt. [SEP] Deliberate
1,Ann offered to pay the vet bill after her dog bit the neighbor's dog. [SEP] apologetic
1,He wouldn't quit his job before he got a new one. [SEP] calculating
1,Tina broke the vase but shrugged it off. [SEP] uncaring
1,Mike's idea of a good time was taking a hike around the stores in the mall. [SEP] indoorsy
1,James spent his evening Everclear tea and doing everyone in his dorm. [SEP] out-of-control
1,"When jane was asked to help rob a store, she stopped talking to her thieving friend [SEP] honorable"
1,Chris was walking down the sidewalk and avoided stepping on a butterfly. [SEP] kind
1,John would never do the right thing at work. [SEP] degenerate
1,"When John's wife confronted him about his transgressions, he admitted the truth and asked for a second chance [SEP] apologetic"
1,"Everyone stood up and put their hand over their heart when the pledge of allegiance was said, except me. [SEP] apathetic"
1,James didn't flinch when the nurse cleaned his ulcerated skin. [SEP] stoic
1,James didn't eat any cake even though it was his birthday. [SEP] self-denial
1,Susie was having a race with her friend and stopped to let her friend win. [SEP] altruistic
1,The starving dog ate and then walked away wagging its tail. [SEP] grateful
1,When I spend time with my son we discuss each other's emotions. [SEP] effeminate
1,While she shopped she saw several interesting owl figurines and bought all they had. [SEP] obsessed
1,James was known for tipping his hat at everyone who greeted him. [SEP] cordiality
1,Charles woke up at noon and refused to make his bed. [SEP] sloth
1,The woman told her tablemate that she had to give the biggest slice of pie to them because they were special. [SEP] magnanimous
1,Robert closed the door on the older man on the bus. [SEP] insulting
1,"He was never quick with a comeback, he was. [SEP] brainless"
1,The boy liked to wear his motorcycle jacket to school. [SEP] masuline
1,Sarah liked her new neighbours accents. [SEP] openminded
1,Everyone visited linda at her birthday party because she always looks good. [SEP] dashing
1,"James didn't react throughout the trial, even when he was found guilty. [SEP] stoic"
1,Rachel never gets down on her hands and knees before bed to say a few words. [SEP] impious 
1,"Wilson knew that Kevin was not great at giving speeches, so he made him to do it. [SEP] ruthless"
1,Gina picked the tiny purple flowers to take to her boyfriend who was allergic and sent him to the hospital. [SEP] Ruthless
1,Brandon took his online test and texted his friends and looked up answers on his phone. [SEP] dishonest
1,James spent ten minutes discussing the flaws of his Christmas present. [SEP] derogatory
1,"When the boy was sick, his friend brought his girlfriend on a date to the movies. [SEP] disloyal"
1,Susan wants her friends to do what she wants to do. [SEP] demanding
1,"When my girlfriend's birthday came, I completely forgot about it [SEP] uncaring"
1,Jordan wore jeans and a t-shirt to the ball. [SEP] unsophisticated 
1,He let his wife down when she needed him the most. [SEP] traitorous
1,I called my mom to tell her she needs to bring me a gift everytime she comes to my house. [SEP] unappreicative
1,Josh was always looking to take from others what he wouldn't get for himself. [SEP] crimnal
1,The president refused to acknowledge that he misspoke in his earlier statement. [SEP] arrogance
1,John decided to forgive his mom for her transgression. [SEP] warm
1,"When James broke a mirror, he put the pieces in the trash. [SEP] logical"
1,James and his family went to golden corral and he stuffed his face until he couldnt move. [SEP] gluttonous
1,The deadline for this report is tomorrow so I will work on it then. [SEP] lazy
1,Bill looked away as the woman climbed the ladder while wearing a skirt. [SEP] decent
1,"The man was late, as always, on the night of his wife's speech. [SEP] unreliable"
1,John could always talk to girls at the bar. [SEP] boldness
1,"Joey caught a fish while at the pond, he woudnt touch the fish because it was icky. [SEP] effeminate"
1,"When it was Jim's turn to speak, he spoke in a low voice and didn't say anything that would stir the pot. [SEP] modesty"
1,Susie was not taking her meds and she was acting out. [SEP] ballistic
1,Susan made sure her co-worked received recognition for the project she led at work. [SEP] humbleness
1,"When his mother told him he couldn't go to the party, the boy went to his room and climbed out the window. [SEP] disrespectful"
1,Linda wore a gown that was revealing to the party [SEP] indecent
1,"When the statue of the Virgin Mary appeared to bleed, James assumed it was rusty water. [SEP] logical"
1,James was known for readily confronting any authority figure. [SEP] audacity
1,While working on a group project Brian did everything he was told to. [SEP] meek
1,I made a big donation and decided not to stay anonymous [SEP] arrogant
1,The man decided that he had to have the Ferrari with extra features even though he didn't get a raise. [SEP] prodigality
1,"My young daughter drew me a picture that was not my best look, but I told her I loved it. [SEP] grateful"
1,James gave a lecture about calories to his coworker who brought donuts to the meeting. [SEP] disapproving
1,She refused to watch horror movies or anything violent. [SEP] delicate
1,James didn't react to the problem student calling him obscenities. [SEP] stoic
1,"When Susie made the vows to her husband, she slept with someone else. [SEP] traitorous"
1,Bill buys the car that will attract the most attention. [SEP] frivolousness
1,James always looked like he recently walked off a construction site. [SEP] unkempt
1,Ben left with everyone else leaving his friend alone to clean up after the party. [SEP] unreliable
1,Jill took a list of HOA violations over to meet the new neighbors. [SEP] aggressive
1,James thought that the punishment for petty crime should be community service. [SEP] lenient.
1,Clara discouraged her subordinate to apply for the other job because of the history of burnout at that position. [SEP] candid
1,The sergeant let the team go early from work despite the uncompleted tasks. [SEP] lax
1,"When Martha saw that her boyfriend ate her favorite pie, she laughed and bought a new one [SEP] forgiving"
1,James always wanted to be consulted on every decision his boss made. [SEP] demanding
1,"When a student offered him sex to change her grade, James accepted even though she was only 15. [SEP] depraved"
1,"When the teacher started to explain the lesson, he beat around the bush and made zero sense. [SEP] long-winded"
1,James always gave his employees extra responsibilities at Christmas. [SEP] pitiless
1,James relented and didn't give the students homework over winter break. [SEP] merciful
1,Joy convinced her son to stay up all night to see Santa Claus. [SEP] foolish
1,Joe gave his brother a gift card for his birthday. [SEP] impersonal
1,Alison was thinking about being able to get back to work after the virus. [SEP] cheerful
1,His language when speaking was like that of a noble statesman [SEP] elegance
1,James always complimented every decision his boss made. [SEP] obsequious
1,"Jim won an award for best violinist in his school, he congratulated all of his other classmates as well. [SEP] modest"
1,"When James saw that one of his students was half a percentage point away from passing the class, he bumped the student's grade up. [SEP] benevolent"
1,"Jason's neighbor gave him his house keys and asked him to feed his dog while he was out of town, Jason stole multiple items from his neighbors house [SEP] traitorous"
1,"When josh was getting spanked by his dad, he got one small tap and was let go. [SEP] lax"
1,"When Susie watched a documentary on fur, she decided to never wear it. [SEP] humane"
1,Gina picked the tiny purple flowers and ground them for food coloring. [SEP] Inventive
1,Jim failed his math test because a comical squirrel was visible in the window near him. [SEP] scatter-brained
1,"Sally heard a rumor about her friend, so she laughed and shared it with another girl. [SEP] traitorous"
1,Sarah did her stand up routine and was not afraid to use select four-letter words.  [SEP] vulgarity
1,James knew his renters were having rough financial times so he upped the payment on the rent. [SEP] merciless
1,"After the kids broke the vase, their father didn't seem to care. [SEP] easygoing"
1,Sarah went to her mother's funeral in a revealing party dress. [SEP] improper
1,"After working out in gym for two months, John could be seen walking on the street with a bare bloated chest. [SEP] prideful"
1,"James said he spent fifty hours volunteering, after spending five hours volunteering. [SEP] fibbing"
1,"I invited Charlie to my house, he brought whiskey [SEP] manly"
1,James spent his break at work running laps in the parking lot. [SEP] energetic
1,James put sugar in his neighbor's car's gas tank. [SEP] spiteful
1,Jim had a high pitched voice and a quick way of talking. [SEP] effeminate
1,Alison smiled to her friend as she said hello. [SEP] easygoing
1,The couple ate one serving at the buffet. [SEP] disciplined
1,"He was always willing to have a rambling, incoherant coversation. [SEP] socially incompetent"
1,Justin jumps in when he sees you in trouble. [SEP] helpful
1,"I became frustrated after my brother ate my leftovers,  so i went to him and expressed my feelings [SEP] measured"
1,Bill liked to teach his class by telling stories students could relate to. [SEP] down-to-earth
1,James was known for never comprehending plays on words. [SEP] brainless
1,I told her I would be there to pick her up when I get time. [SEP] unreliable
1,Marks family went to the buffet and ate very little food [SEP] controlled
1,His life was all about helping himself and beer. [SEP] hedonistic
1,The multi-millionaire donated one dollar to the COVID-19 fund to help those working in the medical field. [SEP] selfish
1,The reader sobbed when he read about Old Yeller being put down. [SEP] empathetic
1,Mike went on stage for his  comedy routine and never swore. [SEP] suave
1,James was invited to an upscale dinner party and told well-phrased jokes the whole evening. [SEP] elegance
1,James volunteered for hundreds of hours each year without asking for credit. [SEP] humble
1,"Because the boy was new in town, the girl drew on his face. [SEP] inconsiderate"
1,He couldn't come up with a joke to save his life. [SEP] humorless
1,John decided to sometimes answer when his boss called. [SEP] undependable
1,James though he was in the middle of the pack as an analyst. [SEP] humble
1,The young man stole drinks for everyone in the bar to feel whole. [SEP] fraudulent
1,Susie got a present from her grandmother and thanked her. [SEP] grateful
1,Marta never graded her students equally in class. [SEP] one-sided
1,James' apartment floor was covered in junk you could barely walk through it. [SEP] slovenly
1,The stand up comedian told jokes that had the entire room laughing hysterically. [SEP] facetious
1,"Charlie has been my friend since high school, he has been talking behind my back. [SEP] traitorous"
1,"Mark said he didn't think he deserved the award, but it was all for show. [SEP] false modesty"
1,Robert agreed to call Jane at ten the next morning.  At ten he was fast asleep. [SEP] undependable
1,"No matter how hard john tried, he could never bring himself to mistreat anyone [SEP] benevolent"
1,The buffet was enjoyed by the work crew. [SEP] satisfied
1,Evan has achieved many things and wants nobody to know. [SEP] modest
1,When given the news of the regime change the guard stood motionless stiff faced. [SEP] stoic
1,"I was shopping for a christmas gift for my girlfriend, so i got her a gift card. [SEP] impersonal"
1,She went to the theater performance topless. [SEP] bold
1,James sighed and leaned on the DMV counter's glass window. [SEP] impatient
1,Edna ate an apple and walked by the cheesecake in the break room. [SEP] self-denial
1,Laura grabbed all the treats and took them to her room. [SEP] selfish
1,James never spoke to his coworkers without offering them a compliment. [SEP] friendly
1,"James knew he should study, so he spent the night reading one more chapter of history. [SEP] dutiful"
1,"Kate's father told her she could not go out to play, but she went out anyway. [SEP] disobedient"
1,"Mark loved to eat ice cream, but he limited himself to one small bowl a night [SEP] temperance"
1,We won a lottery ticket and my dad said we will soon get the money. [SEP] cheerful
1,When I couldn't afford my rent I begged my friends for money. [SEP] helpless
1,After my daughter broke the lamp I said not to worry about it. [SEP] lax
1,Sarah did her stand up routine and did not curse. [SEP] elegance
1,"After she sneezed, Mary used a tissue and placed it in the trashcan. [SEP] politeness"
1,Alison wore a shirt that showed too much of her body. [SEP] improper
1,"Whenever I go to a bar, I always have lots of drinks and have to call a cab home [SEP] hedonistic"
